storename,storecontract,storeid,storeaddress,storecity,storestate,storezip,storecountry,storephone,latlonlocation,latlonlocationdv
PIECES D'AUTO DORCHESTER INC,CarQuest,1001881,72 BOUL BEGIN,STE CLAIRE,QC,G0R 2V0,CAN,4188832231,"46.59988,-70.87299","46.59988,-70.87299"
CARQUEST,CarQuest,1001081,2328 N MONTANA AVE,HELENA,MT,59601,USA,4064420042,"46.6041400000004,-112.02067999993","46.6041400000004,-112.02067999993"
CARQUEST,CarQuest,1000909,997 AVENUE DE GRAND MERE,SHAWINIGAN,QC,G9T 2J2,CAN,8195385252,"46.6107526,-72.6976598","46.6107526,-72.6976598"
ASHLAND AUTO SUPPLY,CarQuest,1000518,11 MAIN ST,ASHLAND,ME,4732,USA,2074356940,"46.6262549985818,-68.4018750056774","46.6262549985818,-68.4018750056774"
LES PIECES D'AUTOS C.P. INC.,CarQuest,1001695,"971, 95IEME AVENUE",ST GEORGES DE CHAMPL,QC,G9T 5K4,CAN,8195382060,"46.63037,-72.64667","46.63037,-72.64667"
Advance Auto Parts,CarQuest,1000252,634 MAIN ST,PRESQUE ISLE,ME,4769,USA,2077685281,"46.68529,-68.01383","46.68529,-68.01383"
OLEARY AUTO PARTS,CarQuest,1001834,PO BOX 69,OLEARY,PE,C0B 1V0,CAN,9028592116,"46.713436126709,-64.3740234375","46.713436126709,-64.3740234375"
CENTRAL AUTOMOTIVE SUPPLY,CarQuest,1000851,114 NORTH PEARL,CENTRALIA,WA,98531,USA,3607369366,"46.7282700039409,-122.953669440372","46.7282700039409,-122.953669440372"
CENTRE DE L'AUTO ST-JEAN INC.,CarQuest,1000852,1008 DU PARC INDUSTRAL,ST-JEAN CHRYSOSTOME,QC,G6Z 1C6,CAN,4188398555,"46.73122,-71.20934","46.73122,-71.20934"
ST JOHN HARDWARE,CarQuest,1002032,202 W A STREET,MOSCOW,ID,83843,USA,2088827501,"46.73493,-117.00319","46.73493,-117.00319"
RIO'S AUTO AG SUPPLY,CarQuest,1001957,627 E GOVERMENT WAY,MATTAWA,WA,99349,USA,5099324058,"46.7377650009017,-119.898814999958","46.7377650009017,-119.898814999958"
AUTOMOTIVE VILLAGE LTD,CarQuest,1000552,929 PERTH MAIN STREET,PERTH ANDOVER,NB,E7H 2X1,CAN,5062736825,"46.7390962,-67.6989615","46.7390962,-67.6989615"
Advance Auto Parts,CarQuest,1000117,326 MAIN STREET,FT FAIRFIELD,ME,4742,USA,2074723681,"46.77198,-67.8322","46.77198,-67.8322"
BAY AUTO PARTS,CarQuest,1000575,346 US 41 SOUTH,BARAGA,MI,49908,USA,9063536685,"46.7868376879352,-88.4775583856833","46.7868376879352,-88.4775583856833"
CARQUEST,CarQuest,1000917,5365 BLVD GUILLAUME-COUTURE,LEVIS,QC,G6V 4Z3,CAN,4188372437,"46.79387,-71.18039","46.79387,-71.18039"
CARQUEST,CarQuest,1001313,1515 ST JEAN BAPTISTE,QUEBEC,QC,G2E 5E2,CAN,4186531740,"46.80186,-71.33031","46.80186,-71.33031"
Advance Auto Parts,CarQuest,1001576,"1515, SAINT-JEAN-BAPTISTE AVENUE",QUEBEC,QC,G2E 5G5,CAN,,"46.80186,-71.33031","46.80186,-71.33031"
CARQUEST,CarQuest,1001317,900 RAOUL JOBIN,QUEBEC,QC,G1N 1S9,CAN,4186834941,"46.8058,-71.2483","46.8058,-71.2483"
CARQUEST,CarQuest,1000907,1501 DESTIMAUVILLE,QUEBEC,QC,G1J 5A9,CAN,4186638112,"46.84246,-71.212","46.84246,-71.212"
Advance Auto Parts,CarQuest,1001565,1501 DESTIMAUVILLE,QUEBEC,QC,G1J 5A9,CAN,,"46.84246,-71.212","46.84246,-71.212"
CARQUEST,CarQuest,1000902,5245 1 ERE AVENUE,QUEBEC,QC,G1H 2V3,CAN,4186285911,"46.84795,-71.25453","46.84795,-71.25453"
Advance Auto Parts,CarQuest,1000045,3 ARMCO AVE,CARIBOU,ME,4736,USA,2074986573,"46.8503731220373,-68.0104185836657","46.8503731220373,-68.0104185836657"
PIECE  DAUTO GUILL,CarQuest,1001875,-0,BEAUPORT,QC,G1C 2H5,CAN,4186619072,"46.8592414855957,-71.1931381225586","46.8592414855957,-71.1931381225586"
GUILL AUTO INC.,CarQuest,1001502,1833  BOUL PIE XI NORD,VAL BEL AIR,QC,G3J 1N8,CAN,4188472491,"46.87258,-71.45086","46.87258,-71.45086"
PLUTCHAK'S AUTO PARTS,CarQuest,1001897,835 RIVER STREET,ONTONAGON,MI,49953,USA,9068844111,"46.8741640322319,-89.3208630423337","46.8741640322319,-89.3208630423337"
M AND J AUTO PARTS,CarQuest,1001721,2301 MAIN AVE,FARGO,ND,58103,USA,7012375341,"46.8756550875546,-96.8119619202738","46.8756550875546,-96.8119619202738"
Advance Auto Parts,CarQuest,1000113,4037 MAIN AVE,FARGO,ND,58103,USA,7012825800,"46.8760100000052,-96.833295","46.8760100000052,-96.833295"
CARQUEST,CarQuest,1001021,821 E VILLARD,DICKINSON,ND,58601-0526,USA,7012255129,"46.8784600135376,-102.781959997604","46.8784600135376,-102.781959997604"
CARQUEST,CarQuest,1001150,2304 WEST BROADWAY,MISSOULA,MT,59808,USA,4067212852,"46.8865350007319,-114.026369996064","46.8865350007319,-114.026369996064"
JONES TRUCK AND IMPLEMENT INC.,CarQuest,1001621,425 WALLA WALLA HWY,COLFAX,WA,99111,USA,5093974371,"46.89052,-117.36672","46.89052,-117.36672"
BASIN HARDWARE CARQUEST,CarQuest,1000574,441 CAMELIA,ROYAL CITY,WA,99357,USA,5093462275,"46.8999731934038,-119.622088839035","46.8999731934038,-119.622088839035"
CARQUEST,CarQuest,1000913,1029 JACQUES BEDARD,LAC. ST. CHARLES,QC,G2N 1E4,CAN,4188496526,"46.908390045166,-71.350830078125","46.908390045166,-71.350830078125"
ALBURY'S FREEPORT LIMITED,CarQuest,1000490,"LOT 1, BLOCK T, LOGWOOD ROAD W",FREEPORT,BS,0,BHS,2426020940,"46.9500007629395,-64.0830001831055","46.9500007629395,-64.0830001831055"
CARQUEST,CarQuest,1000921,25 TACHE OUEST,MONTMAGNY,QC,G5V 2Z9,CAN,4182486075,"46.9543092,-70.6688115","46.9543092,-70.6688115"
CARQUEST,CarQuest,1000926,216 W MARKET ST,ABERDEEN,WA,98520,USA,3605323973,"46.97428,-123.82118","46.97428,-123.82118"
Advance Auto Parts,CarQuest,1000105,402 SOUTH MAIN,ELLENSBURG,WA,98926,USA,5099255333,"46.9918150000039,-120.548469999717","46.9918150000039,-120.548469999717"
CARQUEST,CarQuest,1001144,144 PLEASANT STREET,MIRAMICHI,NB,E1V 1Y1,CAN,5066223361,"46.9969899,-65.56796","46.9969899,-65.56796"
CARQUEST,CarQuest,1001312,9749 BOUL STE-ANNE,STE-ANNE-DE-BEAUPRE,QC,G0A 3C0,CAN,4188274517,"47.02144,-70.93212","47.02144,-70.93212"
Advance Auto Parts,CarQuest,1000217,2100 HARRISON AVE NW,OLYMPIA,WA,98502,USA,3603573347,"47.04645,-122.92747","47.04645,-122.92747"
CARQUEST,CarQuest,1001066,10 CLAVETTE ST,GRAND FALLS,NB,E3Y 3W5,CAN,5064758122,"47.05689,-67.75185","47.05689,-67.75185"
CARQUEST,CarQuest,1001116,207 FIRST AVE S,LEWISTOWN,MT,59457,USA,4065385441,"47.06652,-109.4223","47.06652,-109.4223"
"GIBBS AUTO PARTS, LLC",CarQuest,1001474,128 SOUTH DOUGLAS,GLENDIVE,MT,59330,USA,4063775645,"47.10475,-104.71665","47.10475,-104.71665"
Advance Auto Parts,CarQuest,1000136,1402 W MEMORIAL DR,HOUGHTON,MI,49931,USA,9064823770,"47.1111429113897,-88.5895617381632","47.1111429113897,-88.5895617381632"
LEVIS AUTO PARTS,CarQuest,1001697,500 EAST THIRD,MOSES LAKE,WA,98837,USA,5097654569,"47.1255187988281,-119.273971557617","47.1255187988281,-119.273971557617"
Advance Auto Parts,CarQuest,1000131,121-123 QUINCY ST,HANCOCK,MI,49930,USA,9064821440,"47.1270869420846,-88.5793397079299","47.1270869420846,-88.5793397079299"
Advance Auto Parts,CarQuest,1000470,10620 PACIFIC HIGHWAY S,LAKEWOOD,WA,98499,USA,2537197038,"47.1459865359792,-122.510045734263","47.1459865359792,-122.510045734263"
Advance Auto Parts,CarQuest,1000281,11818 S MERIDIAN,PUYALLUP,WA,98373,USA,2538481591,"47.1502350001684,-122.292959965881","47.1502350001684,-122.292959965881"
Advance Auto Parts,CarQuest,1001578,10620 PACIFIC HWY SW,LAKEWOOD,WA,98499,USA,,"47.1527949719898,-122.498444969555","47.1527949719898,-122.498444969555"
SEA-RIVER RD PUYALLUP WA,CarQuest,1001997,621 RIVER ROAD,PUYALLUP,WA,98371,USA,,"47.20181,-122.30183","47.20181,-122.30183"
PORT-JOLI PIECES D'AUTOS,CarQuest,1001900,467 ROUTE DE I'EGLISE,ST-JEAN PORT JOLI,QC,G0R 3G0,CAN,4185986484,"47.20527,-70.25644","47.20527,-70.25644"
Advance Auto Parts,CarQuest,1000472,3735 SOUTH PINE STREET,TACOMA,WA,98409,USA,2534713915,"47.22329,-122.47305","47.22329,-122.47305"
CARQUEST,CarQuest,1000683,420 NE 4TH STREET,GRAND RAPIDS,MN,55744,USA,2183263451,"47.2359046591692,-93.5153000027367","47.2359046591692,-93.5153000027367"
HARTER AUTO SUPPLY,CarQuest,1001519,611 PINE ST,CALUMET,MI,49913,USA,9063373802,"47.250104966538,-88.4540955207039","47.250104966538,-88.4540955207039"
H & C ALLAIN LTEE.,CarQuest,1001505,925 RUE PRINCIPALE,NEGUAC,NB,E9G 1S4,CAN,5067763293,"47.2530967,-65.0732002","47.2530967,-65.0732002"
Advance Auto Parts,CarQuest,1000205,2402 AUBURN WAY NORTH,AUBURN,WA,98002,USA,2538540464,"47.2928833374134,-122.211166674782","47.2928833374134,-122.211166674782"
Advance Auto Parts,CarQuest,1000462,33530 PACIFIC HIGHWAY SOUTH,FEDERAL WAY,WA,98003,USA,2536617222,"47.301055,-122.312544","47.301055,-122.312544"
CARQUEST,CarQuest,1000912,1322 4E AVENUE,LA POCATIERE,QC,G0R 1Z0,CAN,4188565115,"47.369010925293,-70.0322494506836","47.369010925293,-70.0322494506836"
CARQUEST,CarQuest,1001043,270 RUE VICTORIA,EDMUNDSTON,NB,E3V 2H9,CAN,5067395799,"47.37158,-68.32693","47.37158,-68.32693"
SEA-KENT PACIFIC HWY WA,CarQuest,1001995,PACIFIC HIGHWAY,KENT,WA,98032,USA,,"47.3721549970525,-122.301969995593","47.3721549970525,-122.301969995593"
Advance Auto Parts,CarQuest,1000463,10460 SE 256TH STREET,KENT,WA,98030,USA,2535202070,"47.3724600002209,-122.185375","47.3724600002209,-122.185375"
CARQUEST,CarQuest,1000766,401 EAST PEARSON AVENUE,NASHWAUK,MN,55769,USA,2188852770,"47.37688,-93.15694","47.37688,-93.15694"
Advance Auto Parts,CarQuest,1001569,"7812 S 212TH ST, SUITE A107",KENT,WA,98032,USA,,"47.4120449661128,-122.234377797781","47.4120449661128,-122.234377797781"
Advance Auto Parts,CarQuest,1000143,"7818 S 212TH ST, SUITE A107",KENT,WA,98032,USA,4256564468,"47.41286,-122.23411","47.41286,-122.23411"
CURTISS REPAIR 5121,CarQuest,1001341,308 8TH STREET - PO BOX 240,CIRCLE,MT,59215,USA,8007326111,"47.41916,-105.58892","47.41916,-105.58892"
ALBRECHT AUTO PARTS INC,CarQuest,1000488,2106 1ST AVE,HIBBING,MN,55746,USA,2182633649,"47.42577,-92.94147","47.42577,-92.94147"
Advance Auto Parts,CarQuest,1000461,14307 FIRST AVE SOUTH,BURIEN,WA,98168,USA,2062432444,"47.4735200010181,-122.333865472581","47.4735200010181,-122.333865472581"
CARQUEST,CarQuest,1001071,2305 11 AVE SOUTH,GREAT FALLS,MT,59405,USA,4064528555,"47.49344,-111.26742","47.49344,-111.26742"
CARQUEST,CarQuest,1000663,2618 PAUL BUNYAN DRIVE NW,BEMIDJI,MN,56601,USA,2187513838,"47.496398,-94.917816","47.496398,-94.917816"
CARQUEST,CarQuest,1000821,86 RUE CANADA,ST QUENTIN,NB,E8A 1G2,CAN,5062352884,"47.50293,-67.39187","47.50293,-67.39187"
GOLDBELT-NL INC.,CarQuest,1001483,23 PAGET STREET,NEW LISKEARD,ON,P0J 1P0,CAN,7056474354,"47.5080785,-79.6741756","47.5080785,-79.6741756"
MT. IRON CARQUEST,CarQuest,1001801,8415 ENTERPRISE DR,MT. IRON,MN,55768,USA,2187417345,"47.5195629787822,-92.5762275074525","47.5195629787822,-92.5762275074525"
CARQUEST,CarQuest,1000827,415 RUE DUMOULIN,TRACADIE-SHEILA,NB,E1X 1A4,CAN,5063952201,"47.5234027,-64.9150261","47.5234027,-64.9150261"
SPEEDY SJ,CarQuest,1002026,651 TOPSAIL ROAD,ST JOHN'S,NL,A1N 2C2,CAN,7093649283,"47.52482,-52.769","47.52482,-52.769"
CARQUEST,CarQuest,1000657,212 S MAIN STREET,AURORA,MN,55705,USA,2182292144,"47.5256069047451,-92.2376174546025","47.5256069047451,-92.2376174546025"
CARQUEST,CarQuest,1001316,219 RUE ROCHETTE,ST-PASCAL,QC,G0L 3Y0,CAN,4184922704,"47.52942,-69.819","47.52942,-69.819"
PIECES TEMIS INC.,CarQuest,1001890,24 RUE INDUSTRIEL,DEGELIS,QC,G5T 2J7,CAN,4188532222,"47.54116,-68.62528","47.54116,-68.62528"
CARQUEST,CarQuest,1001245,30 O LEARY AVE,ST JOHN'S,NL,A1B 2C7,CAN,7095792016,"47.56105,-52.75904","47.56105,-52.75904"
Advance Auto Parts,CarQuest,1000282,4505 38TH AVE SW,SEATTLE,WA,98126,USA,2069355800,"47.56258,-122.38033","47.56258,-122.38033"
SPEEDY PAB,CarQuest,1002025,10 MAIN STREET,PORT AUX BASQUES,NL,A0M 1C0,CAN,7096857358,"47.57359,-59.14211","47.57359,-59.14211"
PIECES EXPERT F.P.,CarQuest,1001889,77 RUE ONTARIO,NOTRE DAME DU NORD,QC,J0Z 3B0,CAN,8197232951,"47.59261,-79.49539","47.59261,-79.49539"
CARQUEST,CarQuest,1001210,63897 US HWY 93,RONAN,MT,59864,USA,4066763000,"47.606485,-114.11279","47.606485,-114.11279"
CARQUEST,CarQuest,1000672,645 BRIDGE STREET,BATHURST,NB,E2A 1W9,CAN,5065482020,"47.6134609,-65.6339281","47.6134609,-65.6339281"
Advance Auto Parts,CarQuest,1000292,110 SOUTH PINES ROAD,SPOKANE,WA,99206,USA,5098925990,"47.65571,-117.24012","47.65571,-117.24012"
Advance Auto Parts,CarQuest,1000293,4630 E SPRAGUE AVE,SPOKANE VALLEY,WA,99212,USA,5098383525,"47.65675,-117.34205","47.65675,-117.34205"
CARQUEST,CarQuest,1001241,2711 N MONROE,SPOKANE,WA,99205,USA,5093269262,"47.68228,-117.42684","47.68228,-117.42684"
BABBITT CARQUEST AUTO PARTS,CarQuest,1000568,3169 HWY 21,BABBITT,MN,55706,USA,2188273730,"47.68954,-92.01612","47.68954,-92.01612"
CARQUEST,CarQuest,1000675,764 RUE PRINCIPALE,BERESFORD,NB,E8K 2E7,CAN,5065429090,"47.70839,-65.70604","47.70839,-65.70604"
CARQUEST,CarQuest,1001235,216 N CENTRAL AVE,SIDNEY,MT,59270,USA,4064821620,"47.71689,-104.15664","47.71689,-104.15664"
Advance Auto Parts,CarQuest,1000074,320 WEST KATHLEEN AVENUE,COEUR D'ALENE,ID,83815,USA,2086642207,"47.7210264895154,-116.826291400588","47.7210264895154,-116.826291400588"
SPEEDY CARB.,CarQuest,1002023,"110 POWELL PLAZA, COLUMBIA DR",CARBONEAR,NL,A1Y 1A6,CAN,7095962495,"47.726186,-53.2448891","47.726186,-53.2448891"
DUVALL AUTO PARTS,CarQuest,1001413,15415 MAIN STREET NE,DUVALL,WA,98019,USA,4257881578,"47.73959,-121.98697","47.73959,-121.98697"
PIECES D AUTO AMIGO LTEE,CarQuest,1001879,645 RUE PRINCIPALE,PETIT ROCHER,NB,E8J 1G7,CAN,5067837445,"47.7786,-65.71626","47.7786,-65.71626"
PIECES D AUTOS CARAQUET,CarQuest,1001880,104 RUE DU PORTAGE,CARAQUET,NB,E1W 1A8,CAN,5067276501,"47.78052,-64.93246","47.78052,-64.93246"
PIECES D'AUTO M. MICHAUD INC,CarQuest,1001882,36 TACHE OUEST,ST HUBERT R-D-L,QC,G0L 3L0,CAN,4184972478,"47.81269,-69.15063","47.81269,-69.15063"
Advance Auto Parts,CarQuest,1001573,19825 HWY 99,LYNNWOOD,WA,98036,USA,,"47.8147950000574,-122.320625000299","47.8147950000574,-122.320625000299"
CARQUEST,CarQuest,1001288,400 NORTH MAIN,WATFORD CITY,ND,58854,USA,7018422310,"47.8300350000289,-103.283064996199","47.8300350000289,-103.283064996199"
CARQUEST,CarQuest,1001304,76 RUE FRASER,RIVIERE-DU-LOUP,QC,G5R 1C6,CAN,4188635147,"47.83855,-69.54195","47.83855,-69.54195"
Advance Auto Parts,CarQuest,1000161,18327 HWY 99,LYNNWOOD,WA,98037,USA,4257714990,"47.8395050003652,-122.299270001873","47.8395050003652,-122.299270001873"
Advance Auto Parts,CarQuest,1000124,2521 SOUTH WASHINGTON,GRAND FORKS,ND,58201,USA,7017754618,"47.8879376329699,-97.0456928164033","47.8879376329699,-97.0456928164033"
Advance Auto Parts,CarQuest,1000287,1033 AVE D,SNOHOMISH,WA,98290,USA,3605683181,"47.9195200000027,-122.098175000198","47.9195200000027,-122.098175000198"
Advance Auto Parts,CarQuest,1000111,2202 EVERETT AVE,EVERETT,WA,98201,USA,4252590851,"47.9817349513313,-122.187365001766","47.9817349513313,-122.187365001766"
"DEER PARK DIESEL PARTS, LLC",CarQuest,1001372,4608 WALLBRIDGE,CLAYTON,WA,99110,USA,5092767004,"47.9896987145818,-117.542688042302","47.9896987145818,-117.542688042302"
CARQUEST,CarQuest,1000985,90 SISTER GREEN RD,CAMPBELLTON,NB,E3N 3M7,CAN,5067533044,"47.9933558,-66.6966199","47.9933558,-66.6966199"
Advance Auto Parts,CarQuest,1000145,430 91ST AVE NE UNIT 1,LAKE STEVENS,WA,98258,USA,4253340466,"47.9972600000004,-122.108500000029","47.9972600000004,-122.108500000029"
M.A. ARSENAULT INC PIECES D'AUTO,CarQuest,1001723,113 PORT ROYAL,BONAVENTURE,QC,G0C 1E0,CAN,4185343744,"48.04714,-65.49763","48.04714,-65.49763"
CURTISS FARM AND AUTO,CarQuest,1001340,315 HIGHWAY 2 EAST,WOLF POINT,MT,59201,USA,4066531253,"48.093846,-105.641705","48.093846,-105.641705"
DISTRIBUTION STOCK PLUS INC,CarQuest,1001396,1592 CHEMIN SULLIVAN,VAL DOR,QC,J9P 1M3,CAN,8198241377,"48.10567,-77.8095","48.10567,-77.8095"
MURRAY MOTORS INC,CarQuest,1001806,302 E 1ST ST,PORT ANGELES,WA,98362,USA,3604570454,"48.11716,-123.42986","48.11716,-123.42986"
LOISEL PIECES D AUTOS INC,CarQuest,1001711,51 PRINCIPALE,NEW CARLISLE,QC,G0C -,CAN,418-752-5754 s,"48.1313,-66.68615","48.1313,-66.68615"
GOLDBELT TIRE SUPPLY CO LTD,CarQuest,1001482,15 NIPISSING LANE,KIRKLAND LAKE,ON,P2N 3M6,CAN,7055679211,"48.1562949,-80.0326648","48.1562949,-80.0326648"
CARQUEST,CarQuest,1001294,1300 2ND AVE. W,WILLISTON,ND,58801,USA,7015722167,"48.15693,-103.62555","48.15693,-103.62555"
CARQUEST,CarQuest,1000925,165A ROUTE 132 EST,NEW RICHMOND,QC,G0C2B0,CAN,4183924820,"48.1648284,-65.8321469","48.1648284,-65.8321469"
VAN MOTORS AUTO PARTS,CarQuest,1002117,610 N. MAIN STREET,CONRAD,MT,59425,USA,4062712102,"48.182157,-111.940672","48.182157,-111.940672"
CARQUEST,CarQuest,1001063,435 KLEIN AVE,GLASGOW,MT,59230,USA,4062289381,"48.1961,-106.63486","48.1961,-106.63486"
CARQUEST,CarQuest,1001090,535 WEST IDAHO ST,KALISPELL,MT,59901,USA,4067553659,"48.201272427855,-114.320249053452","48.201272427855,-114.320249053452"
CARQUEST,CarQuest,1000820,"710, AVENUE LALIBERTE",ROUYN-NORANDA,QC,J9X 3Y3,CAN,8197972222,"48.22442,-78.99844","48.22442,-78.99844"
MINOT AUTO SUPPLY/INDUSTRIAL BRG,CarQuest,1001771,425 BURDICK EXPWY WEST,MINOT,ND,58702,USA,7018523301,"48.23199,-101.29964","48.23199,-101.29964"
STANWOOD AUTO PARTS LLC,CarQuest,1002040,8530 D CEDARHOME DR NW,STANWOOD,WA,98292,USA,3606290829,"48.2419662475586,-122.365707397461","48.2419662475586,-122.365707397461"
THE AUTO HAUS INC,CarQuest,1002074,915 5TH AVE,SANDPOINT,ID,83864,USA,2082636868,"48.2893090994008,-116.552404393353","48.2893090994008,-116.552404393353"
CARQUEST,CarQuest,1000797,PO BOX 1283,STANLEY,ND,58784,USA,7016283301,"48.3134307861328,-102.390571594238","48.3134307861328,-102.390571594238"
LES PIECES D'AUTO NICOLAS INC 2,CarQuest,1001694,455 RUE REHEL,CHANDLER,QC,G0C 1K0,CAN,4186894554,"48.34832,-64.67527","48.34832,-64.67527"
CARQUEST,CarQuest,1001134,10 SOUTH 3RD STREET EAST,MALTA,MT,59538,USA,4066542321,"48.35715,-107.87414","48.35715,-107.87414"
CARQUEST,CarQuest,1001007,1625 HWY 2 WEST,COLUMBIA FALLS,MT,59913,USA,4068924375,"48.37115,-114.20368","48.37115,-114.20368"
CARQUEST,CarQuest,1000746,904 CALIFORNIA AVENUE,LIBBY,MT,59923,USA,4062936226,"48.38825,-115.5563","48.38825,-115.5563"
CARQUEST,CarQuest,1001289,6295 HWY 93 SOUTH,WHITEFISH,MT,59937,USA,4068622555,"48.3882916910675,-114.335925536324","48.3882916910675,-114.335925536324"
LES PIECES D'AUTO NICOLAS INC 1,CarQuest,1001693,"46, GRANDE-ALLEE EST C.P.130",GRANDE-RIVIERE,QC,G0C 1W0,CAN,4183852861,"48.3971,-64.49426","48.3971,-64.49426"
CARQUEST,CarQuest,1000903,1483 BOULST-PAUL,CHICOUTIMI,QC,G7J 3Y3,CAN,4185432602,"48.40425,-71.09597","48.40425,-71.09597"
CARQUEST,CarQuest,1001303,380 A RUE DE LA CATHEDRALE,RIMOUSKI,QC,G5L 5K9,CAN,4187246435,"48.44357,-68.51473","48.44357,-68.51473"
CARQUEST,CarQuest,1000937,"155, RUE PROULX",AMQUI,QC,G5J 3H4,CAN,4186294299,"48.47113,-67.44117","48.47113,-67.44117"
CARQUEST,CarQuest,1000800,1847 RIVERSIDE DRIVE,TIMMINS,ON,P4R 0A5,CAN,7052646211,"48.4723951,-81.3929358","48.4723951,-81.3929358"
SEDRO WOOLLEY AUTO PARTS INC,CarQuest,1001999,816 MURDOCK STREET,SEDRO WOOLLEY,WA,98284,USA,3608550341,"48.50391,-122.23747","48.50391,-122.23747"
CARQUEST,CarQuest,1001233,430 MAIN ST,SHELBY,MT,59474,USA,4064345571,"48.5069800005619,-111.861925","48.5069800005619,-111.861925"
BORDELEAU ET FRERE INC.,CarQuest,1000599,"1133, BOUL. MARCOTTE",ROBERVAL,QC,G8H 2B5,CAN,4182750554,"48.52331,-72.2302","48.52331,-72.2302"
CARQUEST,CarQuest,1000649,1607 DU PONT SUD,ALMA,QC,G8B 6N3,CAN,4186691994,"48.52615,-71.65191","48.52615,-71.65191"
CARQUEST,CarQuest,1001076,430 SOUTH MAIN STREET,HARLEM,MT,59526,USA,4063532751,"48.52798,-108.78786","48.52798,-108.78786"
NORTHWEST AUTO SUPPLY,CarQuest,1001827,370 WEST SPRING,FRIDAY HARBOR,WA,98250,USA,3603786042,"48.5318849657437,-123.021107710084","48.5318849657437,-123.021107710084"
MATHESON AUTO PARTS,CarQuest,1001737,"413 HWY 11, BOX 550",MATHESON,ON,P0K 1N0,CAN,7052732234,"48.5324984,-80.4623293","48.5324984,-80.4623293"
SUPERIOR AUTOMOTIVE LTD.,CarQuest,1002059,51 PRINCE RUPERT,STEPHENVILLE,NL,A2N 3W8,CAN,7096432301,"48.5464715,-58.5804782","48.5464715,-58.5804782"
QUINCAILLERIE ST-AMBROISE,CarQuest,1001921,83 RUE SIMARD,ST-AMBROISE,QC,G7P2R6,CAN,4186724713,"48.5474,-71.32001","48.5474,-71.32001"
SPEEDY SV,CarQuest,1002027,81 QUEEN STREET,STEPHENVILLE,NL,A2N 2M8,CAN,9192275100,"48.5501771,-58.5764574","48.5501771,-58.5764574"
EMPIRE AUTO PARTS INC,CarQuest,1001430,315 N MAIN STREET,COLVILLE,WA,99114,USA,5096842567,"48.554336114194,-117.906505195006","48.554336114194,-117.906505195006"
ATELIER MECANIQUE HARRICANA INC.,CarQuest,1000520,"42, ROUTE 111 OUEST",AMOS,QC,J9T 1X7,CAN,8197323222,"48.57217,-78.1324099","48.57217,-78.1324099"
LES DISTRIBUTIONS M.M.T. INC.,CarQuest,1001690,1510 BOUL. GABOURY,MONT-JOLI,QC,G5H 3H3,CAN,4187753606,"48.58433,-68.19504","48.58433,-68.19504"
CARQUEST,CarQuest,1001011,415 EAST MAIN,CUT BANK,MT,59427,USA,4068735511,"48.6291900001108,-112.315609999873","48.6291900001108,-112.315609999873"
KERR SUPPLY LLC,CarQuest,1001643,6838 MAIN,BONNERS FERRY,ID,83805,USA,2082675531,"48.6836450004025,-116.321825001241","48.6836450004025,-116.321825001241"
LACHANCE PIECES AUTOS 2018 INC,CarQuest,1001669,584 RTE 169,ST MONIQUE,QC,GOW2T0,CAN,4183473158,"48.7296696,-71.8562904","48.7296696,-71.8562904"
CARQUEST,CarQuest,1000743,101 9TH AVENUE EAST,LANGDON,ND,58249,USA,7012562158,"48.7614049682286,-98.3649519502211","48.7614049682286,-98.3649519502211"
CURTISS FARM & AUTO,CarQuest,1001339,203 E 1ST AVE,PLENTYWOOD,MT,59254,USA,4067652930,"48.772980000173,-104.54520999992","48.772980000173,-104.54520999992"
CAVALIER EQUIPMENT CARQUEST,CarQuest,1000846,13968 HIGHWAY 5,CAVALIER,ND,58220-0658,USA,7012654977,"48.7882545460488,-97.6507541261274","48.7882545460488,-97.6507541261274"
"SCOBEY FARM AND AUTO, INC.",CarQuest,1001993,106 1ST AVENUE,SCOBEY,MT,59263,USA,4064872428,"48.7924383013692,-105.420479685784","48.7924383013692,-105.420479685784"
TWEED COUNTRY AG INC,CarQuest,1002103,102 E 11TH ST,BOTTINEAU,ND,58318,USA,7012283733,"48.819441,-100.445444","48.819441,-100.445444"
T & T AUTO PARTS INC.,CarQuest,1002064,203  3RD ST NW,ROSEAU,MN,56751,USA,2184633268,"48.8480800004219,-95.7644711766297","48.8480800004219,-95.7644711766297"
CARQUEST,CarQuest,1000920,664 DU PHARE EST,MATANE,QC,G4W 1B1,CAN,4185622880,"48.85271,-67.5039","48.85271,-67.5039"
S AND H AUTO PARTS / CARQUEST,CarQuest,1001979,8123 GUIDE MERIDIAN,LYNDEN,WA,98264,USA,3603544468,"48.93609,-122.4856","48.93609,-122.4856"
CARQUEST,CarQuest,1001067,23 HARDY AVE,GRAND FALLS WINDSOR,NF,A2A 2P8,CAN,7094897728,"48.9518951,-55.643305","48.9518951,-55.643305"
SPEEDY CB,CarQuest,1002024,92 BROADWAY,CORNER BROOK,NL,A2H 4C8,CAN,7096398582,"48.952628,-57.955538","48.952628,-57.955538"
CARQUEST,CarQuest,1001060,138 BENNETT DRIVE,GANDER,NL,A1V 2E4,CAN,7096513524,"48.95297,-54.60295","48.95297,-54.60295"
GASPESIE PA (2016) INC.,CarQuest,1001470,46 RUE DU BANC,RIV AV RENARD,QC,G4X 5E2,CAN,4182693991,"48.99451,-64.38988","48.99451,-64.38988"
